TransactionID,ProductID,Date,Quantity,Price
48,174,2023-07-20,5,63.30569615849407
49,146,2023-09-06,6,440.47146530576913
50,182,2024-01-17,10,438.9728152820546
51,164,2023-12-14,9,480.56996314749546
52,114,2023-02-21,8,117.86247549907316
53,191,2023-03-06,5,143.08530471523983
54,197,2023-07-07,10,341.43599883313374
55,166,2023-04-25,5,410.21657091407445
56,105,2023-02-28,1,472.6911356851053
57,145,2023-08-21,5,405.0210332516417
58,158,2023-04-26,5,368.071046840712
59,101,2023-05-18,8,166.37598369699677
60,116,2024-01-20,4,385.33196562203557
61,181,2023-06-04,7,490.6983918969931
62,183,2023-09-03,9,285.3030576632945
63,184,2023-06-23,8,361.93742005862214
64,111,2023-07-03,9,235.26875557761414
65,120,2023-06-13,5,226.6391729737285
66,196,2024-01-21,4,316.6500975905807
67,166,2023-04-21,4,447.6842201908361
68,154,2023-06-07,8,72.18085733808813
69,152,2023-05-18,6,49.88735131053373
70,161,2023-03-16,4,206.3581690648121
71,165,2023-10-30,3,149.90779651731333
72,121,2023-12-09,9,285.46366571827946
73,130,2023-12-18,4,36.079031181379534
74,112,2023-03-24,3,321.38609764329664
75,105,2023-08-17,10,224.09555497591373
76,191,2023-02-19,10,399.11027268433565
77,179,2023-04-13,6,191.5949582733573
78,155,2023-06-02,1,29.116005896898557
79,145,2023-11-23,2,402.08726596411606
80,185,2023-07-28,8,406.7793721255937
81,193,2023-03-10,1,103.35790774667844
82,186,2023-09-30,5,340.20188844927804
83,149,2023-03-04,5,212.19118130813874
84,190,2023-07-01,3,50.03766826582715
85,186,2023-11-12,8,317.5809062920026
86,121,2024-01-19,4,55.07854446311504
87,103,2023-09-17,7,378.6479511304279
88,132,2023-03-13,1,87.95079750198333
89,100,2023-04-03,10,276.5615826788104
90,193,2023-10-08,9,189.806977211629
91,185,2023-04-04,1,179.18942427259583
92,136,2023-07-02,6,21.266893242076947
93,116,2023-06-30,10,128.0602222051131
94,170,2023-05-02,5,354.3117138751926
95,142,2023-02-14,3,462.548601708355
96,146,2023-09-08,3,81.56445199124124
97,152,2023-07-09,6,228.7915975620246
98,135,2023-05-15,10,176.04408916925092
99,157,2023-09-30,10,270.8859183850421
100,198,2023-03-06,3,366.0134560457396
101,183,2023-01-28,7,369.55480269360385
102,185,2023-10-17,5,469.2263322544416
103,177,2023-08-09,5,121.42225545203748
104,175,2023-10-28,9,42.0465130407819
105,170,2023-10-24,3,260.24723445408597
106,125,2023-07-12,1,88.63678293230713
107,138,2023-06-23,5,217.9241845420249
108,110,2023-04-10,1,287.14647234971875
109,170,2023-05-07,7,24.418731520821552
110,103,2023-06-12,9,444.73733066072754
111,175,2023-10-25,3,316.2187539865361
112,185,2023-08-19,5,182.32291374648065
113,154,2023-07-01,7,362.86752068132915
114,171,2023-10-26,7,95.12741805642442
115,162,2023-11-14,6,174.10761753729034
116,105,2023-11-12,9,451.1138999710079
117,107,2024-01-14,7,146.80146821744555
118,121,2023-06-23,4,419.9027038052523
119,146,2023-03-24,10,286.4821160790534
120,109,2024-01-03,2,243.1822780568454
121,183,2023-07-07,5,180.806264977573
122,164,2023-07-04,7,77.36547715865701
123,177,2023-09-27,9,279.97005944264515
124,195,2023-07-19,7,99.45141119598132
125,185,2023-12-26,2,109.18059815621102
126,126,2023-03-19,2,155.32030752428795
127,187,2023-04-19,5,382.43504987273656
128,111,2023-03-17,9,485.8366510288566
129,116,2023-01-31,8,52.154038165051006
130,144,2023-09-25,4,415.9782544534123
131,138,2023-05-08,2,98.49147896810597
132,128,2023-01-26,5,464.6839758994849
133,151,2023-05-05,8,484.97535732034555
134,197,2023-10-02,8,295.5663018231455
135,127,2023-06-05,4,454.98911435128105
136,197,2023-11-12,8,133.62447728746065
137,196,2023-09-22,1,446.97570190812
138,155,2023-11-07,4,14.494164471751514
139,174,2023-07-06,7,381.77132425399185
140,131,2023-04-06,9,406.43704423899635
141,112,2023-09-28,5,91.41236610285965
142,168,2023-05-01,5,354.1166331189662
143,188,2023-08-30,3,467.04845776277307
144,128,2023-03-12,3,188.2523671774118
145,166,2023-05-05,7,329.4692827745709
146,129,2023-04-13,5,200.9563742475097
147,137,2023-08-17,8,178.0780106162547
148,119,2023-04-29,10,269.1165596253118
149,127,2023-10-20,4,245.96910397431168
150,170,2023-08-10,2,477.4702689552974
151,168,2023-06-19,8,233.00099189263662
152,108,2023-07-24,10,296.4932158085892
153,185,2023-10-13,4,298.5927975433458
154,116,2023-08-12,1,436.45015617148186
155,124,2023-06-17,1,213.30747755594595
156,176,2023-12-08,8,127.12308184571513
157,120,2024-01-15,2,13.569231738848199
158,158,2023-04-09,1,457.7097441766225
159,125,2023-11-19,1,36.65385347100771
160,132,2023-03-26,8,406.6927777550166
161,142,2023-08-31,9,231.6094882201412
162,185,2023-04-28,7,433.43863090834407
163,194,2023-11-14,7,247.82372720043085
164,166,2023-08-21,7,403.5566369477144
165,110,2023-03-15,10,58.111681699002
166,150,2023-10-02,8,472.35799815774885
167,145,2023-05-11,9,390.3453458384632
168,123,2023-06-13,10,152.99027833897716
169,166,2023-02-06,6,269.36476719820126
170,199,2023-03-15,9,222.4600384882641
171,144,2023-04-19,7,57.659915954517395
172,178,2023-04-05,8,476.4735194882296
173,105,2023-12-02,9,453.34550275774734
174,137,2023-11-26,10,383.0698749695049
175,129,2023-03-25,6,447.8280196454506
176,142,2023-07-21,7,476.6310414603
177,186,2023-03-27,1,360.9774198723684
178,182,2023-12-02,6,15.088416672396011
179,155,2023-11-24,1,478.63635397443386
180,157,2024-01-21,2,333.66132360139386
181,170,2024-01-12,9,168.04186839729115
182,119,2023-12-27,3,80.86750693658487
183,122,2023-09-06,2,415.2844713314364
184,156,2023-10-30,7,87.0865960900922
185,172,2024-01-20,10,407.8880341825197
186,171,2023-11-05,4,416.2958096709739
187,165,2023-12-03,2,276.7913137972082
188,199,2023-06-11,7,285.885620539653
189,174,2023-09-03,3,94.75632305202053
190,109,2023-03-16,2,392.2362315369954
191,117,2023-07-24,6,189.9108729179337
192,162,2024-01-15,5,365.3303066064471
193,132,2023-09-30,4,335.64167664829944
194,181,2023-05-17,6,22.879905855936517
195,175,2023-09-20,8,443.70805007060534
196,134,2023-06-10,8,444.00345340669566
197,106,2023-03-30,8,380.3692996200442
198,172,2023-03-17,4,341.7183309643972
199,147,2023-12-18,8,139.32369671315345
200,187,2023-12-26,2,70.60259132108924
201,193,2023-08-22,6,395.1177350272867
202,108,2023-07-12,9,197.78406595965322
203,111,2023-12-03,7,18.695536002462866
204,145,2023-10-23,5,69.10648784657636
205,144,2023-04-19,3,397.8592357836946
206,197,2024-01-08,6,171.32859905471187
207,143,2023-12-31,1,345.1502760914329
208,169,2023-03-21,1,135.2351072053603
209,158,2023-10-28,8,68.21699376019565
210,187,2023-04-13,4,318.7059575236382
211,167,2024-01-05,10,447.73686147709486
212,151,2023-09-04,9,13.62674122549091
213,184,2024-01-10,1,188.32810571065778
214,110,2023-09-25,9,250.20963874511128
215,129,2023-12-20,3,10.662947329508611
216,181,2023-12-29,6,406.5892411689939
217,106,2023-11-16,4,493.818292023512
218,166,2023-08-17,7,445.38354823943746
219,186,2023-11-06,3,259.18290755363165
220,196,2024-01-11,5,192.7836350060463
221,169,2024-01-19,2,23.651897817101407
222,197,2023-08-04,6,27.68287453585495
223,182,2023-05-24,2,81.12622016139218
224,108,2023-05-16,5,255.20320052648847
225,174,2023-03-03,8,216.06179329290478
226,184,2023-10-05,4,151.39243073736074
227,168,2023-07-21,4,450.95747255339876
228,191,2023-07-25,10,125.75555047021925
229,104,2023-10-19,9,327.28419224143255
230,119,2023-09-04,10,381.0493239528853
231,131,2023-05-09,10,304.51709281648306
232,186,2024-01-04,9,476.44271598813543
233,135,2023-09-15,1,81.78105037887556
234,187,2023-05-04,2,317.2147838358175
235,155,2023-12-17,9,332.6055951431216
236,140,2023-04-18,3,371.98184574142505
237,167,2023-06-27,7,193.59893024510575
238,132,2023-05-13,10,257.87568599680725
239,161,2023-05-06,2,449.1317142431078
240,146,2023-03-06,10,398.59320030207084
241,120,2024-01-17,7,81.39140057398915
242,152,2023-09-10,2,89.22763436894697
243,115,2023-11-13,7,151.60189168521404
244,178,2023-11-16,9,221.47267140253462
245,150,2023-10-13,8,39.01746657683818
246,138,2023-08-10,8,470.9349575258114
247,184,2023-04-18,4,284.8239469750163
248,188,2023-05-06,8,50.50926263128203
249,146,2023-06-22,9,392.64637322797677
250,159,2023-09-17,7,493.28893278349926
251,151,2023-09-27,7,338.44375731163217
252,153,2023-08-27,6,235.360368638359
253,115,2023-11-23,6,481.5476938735374
254,112,2023-10-09,5,142.80376846117318
255,138,2024-01-22,3,24.775205929807576
256,137,2023-12-28,8,143.50980829101582
257,188,2023-11-28,6,214.5403497875988
258,109,2023-11-18,6,358.78203410236495
259,152,2023-05-26,5,207.86814237378584
260,136,2023-04-15,2,356.2428526642351
261,143,2023-08-02,9,264.3676151573301
262,177,2023-03-14,7,25.052444614029092
263,101,2023-05-20,8,413.8771866737493
264,174,2023-03-08,7,273.86043969430153
265,154,2023-12-15,5,402.69678460997295
266,123,2023-11-11,6,225.16807915171648
267,175,2023-12-22,4,312.6041082415089
268,190,2023-11-05,3,489.30320396241376
269,150,2023-02-23,1,202.88281801273274
270,144,2023-02-18,4,453.047577325576
271,152,2023-06-03,10,395.55873216530523
272,118,2024-01-01,6,284.9833081290538
273,111,2023-08-25,4,116.97543907288917
274,149,2023-04-16,3,43.3563544554573
275,111,2023-06-21,10,144.33473758322216
276,163,2023-08-19,1,295.18546784716267
277,142,2023-09-04,9,316.379804282747
278,103,2024-01-16,9,321.13224672528156
279,123,2023-07-13,10,330.2876950733642
280,167,2023-10-03,5,460.5942023590135
281,182,2023-09-30,10,25.31163682089783
282,187,2023-02-11,3,223.09772608310067
283,133,2023-06-30,8,217.03212199378564
284,171,2023-11-05,8,37.479447844669735
285,189,2023-09-19,2,155.88893279955028
286,178,2023-08-24,1,229.713585381731
287,163,2023-11-19,1,142.25836955475242
288,114,2024-01-19,1,310.0431756913355
289,102,2023-11-24,5,76.80927708784527
290,173,2023-12-03,9,96.45364407695257
291,105,2023-11-04,4,492.1268819126305
292,112,2023-09-24,9,333.56416086673244
293,109,2023-07-14,4,492.6422947137877
294,120,2024-01-25,2,94.12410633248378
295,124,2023-11-16,4,63.05237612003507
296,199,2023-12-15,4,139.19080155934984
297,133,2023-03-02,5,352.2101264231319
298,154,2023-12-07,3,194.12767021848927
299,124,2023-11-27,1,201.2067726127295
300,110,2023-04-01,2,249.45626152975905
301,186,2023-05-02,3,446.3731653616629
302,139,2023-09-05,6,240.83938289712745
303,132,2023-10-02,5,110.28784365067362
304,158,2023-08-07,8,388.37251292680844
305,176,2023-10-21,1,294.31356398505926
306,165,2023-05-12,3,455.15084756446726
307,119,2023-03-27,7,90.16274033945058
308,186,2023-02-05,1,188.34175486204268
309,182,2023-12-19,6,330.7709907240126
310,182,2024-01-25,8,113.89394529592258
311,185,2024-01-26,7,133.8111243656816
312,147,2023-03-30,2,291.03887991280726
313,147,2023-02-05,6,210.5971575579423
314,112,2023-05-06,1,409.25980567032514
315,153,2023-05-13,8,220.25089625320052
316,164,2023-07-05,7,179.26695000882737
317,108,2023-02-04,2,77.08118250880777
318,166,2023-12-08,10,409.7257783441735
319,161,2023-12-30,9,109.03926149600142
320,124,2023-04-01,1,343.815664743803
321,193,2023-12-16,3,84.99901128489867
322,189,2023-06-15,8,11.140913821374316
323,197,2023-05-05,8,207.47193032679405
324,189,2023-08-28,2,56.97042744124435
325,123,2023-03-08,8,304.43009396377505
326,132,2023-08-08,5,52.5480298962603
327,187,2023-07-09,1,367.21296283139003
328,153,2023-05-04,9,17.895182229007993
329,179,2023-10-28,1,299.36557223950064
330,128,2023-12-06,7,421.45048372855615
331,152,2023-05-09,7,188.58014193407496
332,112,2024-01-13,8,452.6797533053298
333,156,2023-10-05,8,207.86663606356296
334,190,2023-02-20,5,357.55956789290127
335,154,2023-05-12,6,188.72177098428816
336,130,2023-11-04,8,113.46254291305809
337,178,2023-09-27,2,450.44161754360425
338,121,2024-01-05,2,486.6709400655374
339,134,2023-11-10,4,479.90201405850786
340,170,2024-01-06,2,441.169070157096
341,140,2023-06-10,2,50.674839566389025
342,141,2023-02-07,7,26.99757495133821
343,130,2023-03-18,10,50.236681284176285
344,162,2023-05-21,4,221.372110468973
345,173,2024-01-02,6,204.75112187860498
346,132,2023-12-31,7,84.15561372566029
347,187,2023-04-11,8,354.641081235067
348,150,2023-02-22,6,333.81465450202677
349,134,2023-06-04,1,432.33643411434826
350,179,2023-06-29,2,17.34533137891554
351,151,2023-03-31,2,120.93467620425723
352,107,2024-01-19,9,57.395745802823185
353,168,2023-10-06,2,130.51139762088678
354,189,2023-04-20,5,398.2126359181617
355,187,2023-02-01,3,99.96681938010391
356,129,2023-02-03,9,290.5399398792003
357,139,2024-01-22,9,29.502708585392632
358,161,2023-02-22,4,231.37926613829399
359,186,2023-10-21,9,392.10619834075953
360,157,2023-05-24,5,67.40122741912145
361,145,2023-02-26,6,313.8965962695344
362,131,2023-05-27,2,314.460215767873
363,155,2023-08-10,4,295.3063463458876
364,117,2023-10-20,1,326.14099151695143
365,172,2024-01-02,5,492.7686451006344
366,127,2023-12-06,7,275.52721437734425
367,108,2023-03-17,10,288.07173649548935
368,197,2023-11-10,7,15.182907594394564
369,141,2023-11-02,1,103.73709602621874
370,131,2023-08-16,1,455.7802725333449
371,120,2024-01-19,9,376.52171463311714
372,121,2023-09-25,6,489.34558499118833
373,164,2023-10-18,5,329.9054396891585
374,135,2023-03-03,5,39.80724863624016
375,134,2023-03-04,1,142.90602317906905
376,110,2023-03-18,7,281.83732284888885
377,199,2023-10-02,5,21.709603938315368
378,178,2023-08-03,8,208.19083826931904
379,165,2023-03-20,3,237.00532546988904
380,155,2023-10-25,1,14.103238014180715
381,183,2023-04-19,2,190.5770642367637
382,198,2023-04-13,4,225.32664058315328
383,129,2023-06-18,7,75.52099110588199
384,167,2023-03-20,1,339.1585848988981
385,143,2023-11-14,7,312.1354202560155
386,145,2023-04-24,9,316.1813895165083
387,160,2023-03-03,8,423.2751113494935
388,139,2023-08-07,3,471.093592108253
389,157,2023-11-07,1,434.9392805671542
390,182,2023-11-01,10,394.645719342983
391,125,2023-09-24,4,207.35062620164553
392,188,2023-04-24,7,43.25861647973006
393,127,2023-04-13,7,332.04488888742435
394,104,2023-07-12,9,392.3140622800902
395,148,2024-01-12,2,168.5564207643485
396,104,2023-08-18,1,230.80818182953902
397,103,2023-07-03,9,146.80020772216287
398,183,2023-09-09,6,308.5893087513014
399,138,2023-05-12,4,428.52081796487846
400,117,2023-07-28,3,177.76841844869514
401,137,2023-05-25,5,275.3250508943503
402,165,2023-07-26,7,277.5738046275574
403,129,2023-06-24,10,459.6423809131008
404,185,2023-11-22,3,154.94620801622892
405,164,2023-06-17,2,400.81639562169676
406,115,2023-03-10,8,476.65553317529873
407,154,2023-03-18,4,479.2450533484104
408,195,2024-01-02,3,407.9615751920202
409,111,2023-02-28,3,475.2819243436978
410,129,2023-07-23,9,317.780391294556
411,136,2023-08-21,2,91.07114642508859
412,153,2023-11-20,10,190.74783850902986
413,140,2023-02-23,9,407.0293717826045
414,183,2023-10-27,8,75.50539313550937
415,152,2023-03-10,8,148.33821434468246
416,169,2023-02-16,8,258.4564993531021
417,112,2023-11-09,3,404.4450238608927
418,126,2023-09-20,4,62.66477076952388
419,141,2023-11-09,7,58.152179445264444
420,178,2023-04-29,9,19.137463477017413
421,193,2023-04-15,8,238.498349501627
422,188,2023-05-08,2,46.49778937206161
423,176,2023-05-03,9,65.17150388301573
424,178,2023-05-04,9,393.3477021007482
425,156,2024-01-10,1,348.54921676305463
426,109,2023-03-30,3,71.81648021348272
427,123,2023-07-16,6,120.85060761803908
428,122,2024-01-17,4,360.50276819023844
429,177,2023-02-11,2,178.38536379922328
430,174,2023-07-02,2,202.60705551321703
431,111,2023-09-02,4,198.41621873928793
432,189,2023-06-07,4,405.9351785378593
433,113,2023-09-29,7,203.93762784440997
434,177,2023-05-06,10,403.513470905189
435,151,2023-06-16,1,216.6592237607579
436,162,2023-10-01,6,80.07041319441973
437,195,2023-03-19,10,280.4045732615629
438,116,2023-07-17,9,495.7464641158892
439,183,2023-10-10,10,214.98570282929649
440,179,2023-09-11,8,342.42833625855604
441,120,2023-01-26,3,366.5300815974969
442,198,2023-11-12,10,88.43995441859921
443,158,2023-03-25,7,437.3824949887365
444,193,2024-01-24,10,270.3049111910502
445,152,2023-09-11,7,123.84715236669516
446,187,2023-06-14,5,203.01288712637677
447,158,2023-10-08,6,209.53270250719402
448,178,2023-09-01,8,120.72290811971918
449,177,2023-09-27,9,455.5040090476935
450,186,2023-05-28,9,476.8938019227072
451,163,2023-08-21,7,410.7817911363509
452,100,2023-11-20,2,406.81034413017545
453,156,2023-07-20,5,58.05627568895286
454,186,2023-12-15,10,353.9607299489137
455,127,2023-08-19,6,386.6744010410971
456,142,2023-08-20,8,59.42259153673118
457,129,2023-09-20,10,481.5573691287617
458,169,2024-01-05,7,136.301019105656
459,113,2023-09-15,6,113.16836414125983
460,163,2023-08-10,1,383.5850168498014
461,129,2023-05-04,3,170.7665392621188
462,160,2023-08-07,2,89.73440162946285
463,132,2023-11-13,2,52.33469518936396
464,109,2023-11-22,5,246.48241443496408
465,145,2023-02-06,2,305.9646899748873
466,184,2024-01-01,4,482.51699396549105
467,182,2023-09-15,2,86.24900157847446
468,182,2023-10-26,10,202.10764992314185
469,185,2023-11-15,7,376.55831028951025
470,196,2023-07-30,1,328.4118265170895
471,126,2023-04-05,8,314.3014889581136
472,149,2023-03-01,10,156.36290503658057
473,167,2023-07-16,2,383.5540623713275
474,112,2023-05-10,1,358.6908529679299
475,199,2023-04-07,2,299.86381286338957
476,178,2023-09-12,1,445.91071876315675
477,112,2023-03-13,1,418.18593755160117
478,128,2023-09-25,2,470.76814561765605
479,136,2023-03-02,10,331.5570533811193
480,198,2023-12-17,3,137.98919316479783
481,162,2023-02-15,6,310.1610685555375
482,199,2024-01-07,8,283.84562778669266
483,152,2023-02-24,2,20.693164865963205
484,152,2023-07-27,6,37.94814599539927
485,145,2023-02-03,7,466.0447079718313
486,147,2023-12-17,1,431.67028928131026
487,115,2023-07-12,4,273.22966192087455
488,149,2023-09-05,1,133.95626618972045
489,119,2023-02-21,5,253.47081304562275
490,129,2023-07-12,1,75.96325213335906
491,124,2024-01-12,4,402.8563174480093
492,157,2023-05-18,4,293.11886777488064
493,110,2023-02-21,5,334.62695822965804
494,185,2023-07-09,8,391.5600538784272
495,172,2023-01-30,8,113.50956317412312
496,121,2023-03-22,1,444.9449186535412
497,101,2023-08-18,6,260.95764921356806
498,124,2023-06-21,2,314.95032009784217
499,151,2023-07-29,1,338.9542629068207
500,159,2023-07-18,7,424.9445231702646
501,180,2023-02-23,4,331.31512885293654
502,134,2024-01-07,9,447.9298177885259
503,186,2023-07-13,3,387.6306929660324
504,140,2023-09-28,4,442.8034270535379
505,113,2023-02-01,3,154.93547196327114
506,125,2023-10-11,3,472.2218305158405
507,131,2023-04-27,1,357.141925516118
508,153,2023-06-09,1,483.9126587568508
509,180,2023-09-07,6,260.14688859991725
510,125,2023-08-29,1,142.78882990199426
511,152,2023-02-19,1,268.9339019590104
512,171,2024-01-07,7,455.1301574095223
513,199,2023-06-10,10,142.75480227574397
514,110,2023-11-08,9,164.33280967085312
515,113,2023-05-12,4,52.63966526523889
516,178,2023-03-01,4,102.99214283892192
517,158,2023-09-22,5,399.324179817448
518,165,2023-08-17,6,359.33343847781094
519,167,2023-12-28,4,351.44088867759893
520,147,2023-10-10,1,131.10268430973656
521,113,2023-04-30,1,163.93095664387855
522,154,2023-03-21,9,393.96333705432534
523,162,2023-06-23,9,433.04880297399444
524,143,2023-08-22,1,239.0372703014651
525,144,2024-01-24,8,336.1833839102624
526,174,2023-03-17,9,449.20841315640655
527,155,2023-09-12,2,83.84581374957688
528,188,2023-03-29,2,495.00566057099286
529,149,2023-03-17,9,260.1690164146788
530,169,2023-08-28,6,92.38183083593758
531,139,2023-10-31,5,78.08027551723431
532,138,2024-01-12,10,101.1132996124069
533,190,2023-03-25,9,167.31008580435466
534,129,2023-07-27,4,398.15913446667116
535,119,2023-11-01,7,21.212670017003767
536,194,2023-07-24,4,357.5618271466814
537,189,2023-02-16,2,284.6799145892435
538,135,2023-04-24,9,153.26656513733192
539,135,2023-10-10,3,471.7580715930839
540,154,2024-01-03,9,389.1275705107125
541,169,2023-11-04,3,461.9315754063499
542,169,2023-02-10,7,123.57945261184162
543,172,2024-01-22,5,314.45053651008527
544,125,2023-05-09,9,134.25887823695834
545,171,2023-08-27,9,127.98333800108871
546,160,2023-12-29,3,254.05350821952408
547,181,2023-05-15,10,276.83532115498974
548,173,2023-09-03,6,261.04060292205503
549,108,2024-01-13,4,98.8741519556697
550,167,2023-12-13,3,171.06983372551508
551,128,2023-02-03,7,279.09643233039304
552,154,2023-03-21,1,438.75926409448397
553,197,2024-01-13,7,86.48884357325998
554,151,2023-08-12,9,400.3790554049459
555,120,2023-03-23,7,278.01442211599317
556,196,2023-02-18,3,107.33306092748114
557,114,2023-03-05,3,100.79924113245876
558,117,2023-05-20,3,469.94527917518843
559,136,2023-12-07,3,170.57405044519658
560,142,2024-01-03,10,349.39344159306705
561,196,2023-04-10,9,454.0876223020144
562,123,2023-08-22,3,315.2101210101365
563,136,2023-11-21,3,361.85280240177383
564,108,2023-02-28,8,58.782115807301004
565,190,2023-09-07,6,468.03064349336694
566,123,2023-06-05,6,260.451847064547
567,143,2023-09-11,6,20.365062859093506
568,126,2023-10-09,2,460.89380479455133
569,141,2023-02-28,4,142.13614877193297
570,105,2023-10-05,10,25.512477095091345
571,107,2023-12-27,1,326.72650922873027
572,189,2023-05-22,5,453.8025799359823
573,106,2024-01-07,4,230.11463885454543
574,173,2023-01-30,9,322.8206246116309
575,185,2023-07-20,3,34.22501934964167
576,170,2023-03-28,7,260.76200015249054
577,193,2023-07-02,1,78.25107326234361
578,122,2023-08-22,6,48.762866251959835
579,187,2023-05-16,6,477.61719659813593
580,117,2023-09-22,9,342.22591455742736
581,137,2023-06-30,9,295.8409999312184
582,119,2024-01-18,6,117.47604694348598
583,197,2023-02-11,6,245.07842917126058
584,152,2023-06-13,4,147.87866772094998
585,125,2023-05-12,4,476.4181047819634
586,183,2023-11-22,10,349.8270918686888
587,185,2023-06-15,5,271.8700850473692
588,193,2023-04-26,6,385.59381874571534
589,113,2023-04-08,5,122.08562331454854
590,184,2023-03-28,5,65.59928459408249
591,162,2023-09-02,8,33.94095283506145
592,152,2023-08-31,7,481.5208812388074
593,107,2023-07-22,6,354.35721870121415
594,177,2023-05-08,7,433.160818180647
595,174,2023-07-03,2,252.9135459750845
596,153,2023-10-02,6,408.0558509456296
597,155,2023-12-21,10,122.43179601368725
598,184,2023-02-02,8,493.1681352812582
599,128,2023-10-22,10,406.0372491085812
600,176,2023-01-30,3,334.33339596130895
601,161,2023-04-04,10,197.60904525376904
602,146,2023-09-04,1,366.90415400548517
603,189,2023-03-05,7,479.78428536266523
604,114,2023-09-19,1,89.55661613816093
605,119,2023-07-15,1,178.6099127313169
606,195,2023-09-26,6,321.4121298804898
607,114,2023-10-07,1,191.16023474565816
608,135,2023-12-28,6,181.32410022973664
609,144,2023-07-13,4,365.08035438378755
610,186,2023-02-22,6,189.79170507840985
611,126,2023-09-24,1,24.089098894386375
612,110,2023-07-05,9,390.73389125843136
613,103,2023-10-20,4,436.4938181696099
614,112,2023-10-16,2,170.81156740373794
615,164,2023-11-28,10,72.5453936327045
616,151,2023-11-25,1,463.5464991652145
617,167,2023-05-19,8,107.03130646630963
618,180,2023-05-18,4,424.9358208898113
619,160,2023-02-26,7,184.26192330255464
620,122,2023-03-22,2,154.95173481529415
621,154,2023-08-24,4,308.94432564161554
622,177,2023-06-01,4,203.4111798168003
623,170,2023-04-20,3,254.31353245228414
624,143,2023-08-01,6,210.2290384766038
625,123,2023-11-08,5,362.1379907644194
626,160,2023-05-12,2,35.18850705822202
627,141,2023-04-28,7,225.34598905161076
628,100,2023-11-21,8,484.65662306257644
629,198,2023-05-24,6,172.45886094626135
630,185,2023-07-06,8,327.9662460726655
631,115,2023-10-23,3,66.53510857815701
632,194,2023-10-27,7,305.5263401332128
633,148,2023-03-14,2,129.74147735273684
634,111,2023-09-11,4,347.1191177283902
635,146,2023-03-31,2,55.225347290713486
636,117,2023-07-31,7,442.8633792569167
637,168,2023-02-04,4,268.89898051653654
638,125,2023-09-12,10,201.48399107984338
639,182,2023-04-15,8,159.36152221705487
640,146,2023-12-27,6,318.4482570108016
641,157,2023-07-09,9,448.3314859041804
642,105,2024-01-02,7,312.6522309833712
643,102,2023-10-14,1,360.0416611066955
644,128,2023-03-12,2,301.3474523374684
645,105,2023-12-10,10,183.99065249315342
646,161,2023-10-13,5,291.47461474050505
647,128,2023-05-12,7,41.40889363068503
648,126,2023-08-30,6,79.33383981137197
649,179,2023-03-27,6,441.25720010317826
650,136,2023-05-20,5,320.8111945204591
651,172,2023-11-01,8,379.97475652481177
652,155,2023-11-17,1,249.79439611826209
653,191,2023-07-24,1,287.03397662049827
654,173,2023-11-01,6,42.21622640340008
655,163,2023-10-26,8,170.87310710357744
656,159,2023-10-26,4,121.41291367452565
657,185,2023-11-28,1,117.22564012716776
658,182,2023-05-10,7,277.8742688737932
659,174,2023-11-04,7,90.08334253100503
660,107,2024-01-01,7,384.18238804624315
661,152,2023-06-06,10,61.87357931987005
662,173,2024-01-06,9,270.9171362040926
663,140,2023-09-06,8,229.375154350453
664,160,2023-08-08,7,215.05863952985263
665,195,2023-05-22,8,345.0002096490178
666,122,2023-08-07,6,123.19354172641928
